-4.8,48.4,22.0,2
-4.8,48.5,22.0,2
-4.8,48.5,50.0,2
-4.7,48.0,22.0,2
-4.7,48.3,22.0,2
-4.7,48.4,22.0,2
-4.7,48.5,22.0,2
-4.7,48.6,22.0,2
-4.6,48.0,22.0,2
-4.6,48.1,22.0,2
-4.6,48.3,22.0,2
-4.6,48.4,22.0,2
-4.6,48.4,22.0,2
-4.6,48.4,50.0,2
-4.6,48.5,22.0,2
-4.6,48.6,22.0,2
-4.5,48.0,22.0,2
-4.5,48.1,22.0,2
-4.5,48.2,22.0,2
-4.5,48.2,22.0,2
-4.5,48.3,22.0,12
-4.5,48.3,22.0,2
-4.5,48.4,7.0,2
-4.5,48.4,22.0,18
-4.5,48.4,22.08,8
-4.5,48.4,25.0,2
-4.5,48.4,50.0,8
-4.5,48.4,60.0,2
-4.5,48.4,125.0,16
-4.5,48.5,22.0,2
-4.5,48.5,22.0,2
-4.5,48.6,22.0,2
-4.4,47.8,22.0,2
-4.4,48.0,22.0,2
-4.4,48.1,22.0,2
-4.4,48.2,22.0,2
-4.4,48.2,50.0,2
-4.4,48.4,11.0,4
-4.4,48.4,22.0,6
-4.4,48.4,22.08,4
-4.4,48.4,43.0,4
-4.4,48.4,50.0,4
-4.4,48.4,60.0,5
-4.4,48.5,22.0,2
-4.4,48.6,22.0,2
-4.3,47.8,22.0,4
-4.3,47.8,22.0,2
-4.3,47.9,22.0,2
-4.3,48.0,22.0,2
-4.3,48.1,22.0,14
-4.3,48.1,22.0,2
-4.3,48.2,22.0,2
-4.3,48.4,7.0,8
-4.3,48.4,11.0,8
-4.3,48.4,22.0,8
-4.3,48.4,22.08,2
-4.3,48.4,22.0,2
-4.3,48.4,50.0,2
-4.3,48.5,22.0,2
-4.3,48.5,50.0,2
-4.3,48.6,22.0,2
-4.3,48.6,22.0,2
-4.3,48.7,22.0,2
-4.2,47.8,22.0,2
-4.2,47.9,22.0,2
-4.2,47.9,22.0,2
-4.2,47.9,50.0,2
-4.2,48.0,22.0,2
-4.2,48.1,22.0,2
-4.2,48.2,22.0,2
-4.2,48.3,22.0,3
-4.2,48.3,60.0,3
-4.2,48.3,22.0,2
-4.2,48.4,22.0,2
-4.2,48.5,22.0,2
-4.2,48.6,22.0,2
-4.2,48.7,22.0,2
-4.1,47.9,22.0,2
-4.1,48.0,22.0,10
-4.1,48.0,22.08,3
-4.1,48.0,50.0,3
-4.1,48.0,22.0,2
-4.1,48.0,50.0,2
-4.1,48.1,22.0,2
-4.1,48.2,22.0,4
-4.1,48.2,60.0,2
-4.1,48.2,22.0,2
-4.1,48.2,50.0,2
-4.1,48.4,22.0,2
-4.1,48.5,22.0,13
-4.1,48.5,25.0,2
-4.1,48.5,180.0,13
-4.1,48.5,180.0,13
-4.1,48.5,22.0,2
-4.1,48.5,50.0,2
-4.1,48.6,7.0,2
-4.1,48.6,22.0,2
-4.1,48.7,22.0,2
-4.0,47.9,7.0,2
-4.0,47.9,22.0,4
-4.0,47.9,22.0,2
-4.0,48.0,7.0,2
-4.0,48.0,22.0,2
-4.0,48.0,22.08,4
-4.0,48.0,50.0,4
-4.0,48.0,22.0,2
-4.0,48.1,22.0,2
-4.0,48.2,22.0,2
-4.0,48.3,22.0,2
-4.0,48.4,22.0,2
-4.0,48.6,22.0,2
-4.0,48.7,22.0,10
-4.0,48.7,22.0,2
-3.9,47.9,22.0,2
-3.9,47.9,25.0,2
-3.9,47.9,22.0,2
-3.9,47.9,50.0,2
-3.9,48.0,22.0,2
-3.9,48.1,22.0,2
-3.9,48.2,22.0,2
-3.9,48.3,22.0,2
-3.9,48.5,22.0,2
-3.9,48.6,50.0,2
-3.9,48.7,22.0,2
-3.8,47.8,7.36,6
-3.8,47.8,22.08,6
-3.8,47.8,24.0,6
-3.8,47.8,22.0,2
-3.8,47.9,22.0,2
-3.8,48.0,22.0,2
-3.8,48.0,43.0,3
-3.8,48.0,50.0,3
-3.8,48.0,22.0,2
-3.8,48.1,22.0,2
-3.8,48.2,22.0,4
-3.8,48.2,22.0,2
-3.8,48.3,22.0,2
-3.8,48.4,22.0,2
-3.8,48.5,22.0,2
-3.8,48.6,22.0,1
-3.8,48.6,22.08,3
-3.8,48.6,50.0,3
-3.8,48.6,22.0,2
-3.8,48.7,22.0,2
-3.7,47.8,22.0,2
-3.7,47.9,22.0,3
-3.7,47.9,60.0,3
-3.7,47.9,120.0,3
-3.7,47.9,22.0,2
-3.7,48.0,22.0,4
-3.7,48.0,22.0,2
-3.7,48.1,18.0,2
-3.7,48.4,22.0,2
-3.7,48.5,22.0,2
-3.7,48.6,22.0,2
-3.7,48.7,22.0,2
-3.6,47.8,22.0,2
-3.6,47.9,22.0,2
-3.6,47.9,50.0,2
-3.6,48.0,22.0,2
-3.6,48.1,22.0,2
-3.6,48.1,36.0,2
-3.6,48.3,22.0,6
-3.6,48.3,22.0,2
-3.6,48.5,22.0,2
-3.6,48.6,50.0,2
-3.6,48.7,22.0,4
-3.6,48.7,60.0,4
-3.6,48.7,22.0,2
-3.6,48.8,22.0,2
-3.5,47.7,18.0,2
-3.5,47.7,22.0,2
-3.5,47.8,18.0,2
-3.5,47.8,50.0,2
-3.5,47.8,175.0,2
-3.5,47.9,22.0,2
-3.5,47.9,22.0,2
-3.5,48.0,18.0,2
-3.5,48.0,42.0,2
-3.5,48.0,22.0,2
-3.5,48.1,18.0,2
-3.5,48.3,50.0,2
-3.5,48.6,22.0,2
-3.5,48.7,7.0,1
-3.5,48.7,22.0,2
-3.5,48.7,22.0,2
-3.5,48.8,22.0,6
-3.5,48.8,22.08,4
-3.5,48.8,43.0,4
-3.5,48.8,50.0,4
-3.5,48.8,22.0,2
-3.4,47.6,18.0,2
-3.4,47.7,18.0,4
-3.4,47.7,22.0,3
-3.4,47.7,22.08,6
-3.4,47.7,36.0,2
-3.4,47.7,50.0,6
-3.4,47.7,60.0,3
-3.4,47.7,200.0,4
-3.4,47.8,18.0,2
-3.4,47.8,22.0,2
-3.4,47.8,42.0,2
-3.4,47.8,44.0,2
-3.4,47.8,50.0,2
-3.4,47.9,22.0,2
-3.4,48.0,18.0,2
-3.4,48.1,18.0,2
-3.4,48.2,22.0,2
-3.4,48.3,22.0,2
-3.4,48.4,22.0,3
-3.4,48.4,50.0,3
-3.4,48.5,22.0,2
-3.4,48.6,22.0,2
-3.4,48.7,22.08,4
-3.4,48.7,43.0,3
-3.4,48.7,50.0,4
-3.4,48.7,22.0,2
-3.4,48.8,22.0,2
-3.3,47.7,18.0,2
-3.3,47.7,22.0,2
-3.3,47.8,11.0,2
-3.3,47.8,18.0,2
-3.3,47.8,22.0,5
-3.3,47.8,22.08,2
-3.3,47.8,24.0,1
-3.3,47.8,25.0,2
-3.3,47.8,50.0,2
-3.3,47.8,80.0,5
-3.3,47.8,125.0,8
-3.3,47.8,150.0,10
-3.3,47.9,7.0,4
-3.3,47.9,18.0,2
-3.3,47.9,22.0,4
-3.3,47.9,36.0,2
-3.3,48.0,18.0,2
-3.3,48.1,18.0,2
-3.3,48.2,22.0,2
-3.3,48.2,22.0,2
-3.3,48.2,50.0,1
-3.3,48.4,22.0,2
-3.3,48.6,22.0,1
-3.3,48.6,22.0,2
-3.3,48.7,22.0,2
-3.3,48.8,22.0,2
-3.2,47.3,7.0,2
-3.2,47.3,12.0,2
-3.2,47.3,18.0,4
-3.2,47.3,22.0,2
-3.2,47.3,36.0,2
-3.2,47.4,18.0,2
-3.2,47.4,22.0,2
-3.2,47.4,24.0,2
-3.2,47.6,18.0,2
-3.2,47.7,18.0,2
-3.2,47.7,22.0,3
-3.2,47.7,36.0,2
-3.2,47.7,50.0,3
-3.2,47.8,18.0,2
-3.2,48.0,18.0,2
-3.2,48.1,18.0,2
-3.2,48.1,22.0,2
-3.2,48.1,36.0,2
-3.2,48.2,22.0,2
-3.2,48.3,22.0,2
-3.2,48.5,22.0,2
-3.2,48.6,22.0,16
-3.2,48.6,22.0,2
-3.2,48.7,22.0,2
-3.2,48.8,22.0,2
-3.2,48.8,22.0,2
-3.1,47.3,22.0,2
-3.1,47.3,24.0,2
-3.1,47.5,18.0,2
-3.1,47.5,22.0,4
-3.1,47.5,22.08,2
-3.1,47.6,7.0,1
-3.1,47.6,18.0,2
-3.1,47.6,22.0,2
-3.1,47.6,36.0,2
-3.1,47.7,18.0,2
-3.1,47.8,18.0,2
-3.1,47.8,22.0,4
-3.1,47.8,40.0,4
-3.1,47.9,18.0,2
-3.1,48.0,18.0,2
-3.1,48.2,18.0,2
-3.1,48.2,22.0,2
-3.1,48.3,22.0,2
-3.1,48.6,50.0,2
-3.1,48.6,175.0,2
-3.1,48.6,22.0,2
-3.1,48.6,50.0,1
-3.1,48.7,22.0,2
-3.1,48.8,22.0,2
-3.0,47.6,15.0,1
-3.0,47.6,18.0,2
-3.0,47.6,22.0,2
-3.0,47.7,18.0,2
-3.0,47.7,22.0,2
-3.0,47.8,18.0,2
-3.0,47.8,22.0,2
-3.0,47.8,36.0,2
-3.0,47.9,18.0,2
-3.0,47.9,42.0,2
-3.0,47.9,44.0,2
-3.0,47.9,50.0,2
-3.0,48.0,18.0,2
-3.0,48.1,18.0,2
-3.0,48.1,22.0,1
-3.0,48.1,42.0,2
-3.0,48.1,44.0,2
-3.0,48.1,50.0,2
-3.0,48.2,22.0,2
-3.0,48.4,22.0,2
-3.0,48.5,22.0,2
-3.0,48.6,22.0,2
-3.0,48.7,22.0,2
-3.0,48.8,22.0,2
-2.9,47.5,18.0,2
-2.9,47.5,22.0,2
-2.9,47.5,36.0,2
-2.9,47.6,7.0,2
-2.9,47.6,18.0,2
-2.9,47.6,22.0,2
-2.9,47.7,18.0,2
-2.9,47.7,22.0,3
-2.9,47.7,60.0,3
-2.9,47.9,18.0,2
-2.9,48.1,18.0,2
-2.9,48.2,7.0,10
-2.9,48.2,22.0,10
-2.9,48.4,22.0,4
-2.9,48.4,22.0,2
-2.9,48.5,43.0,3
-2.9,48.5,50.0,3
-2.9,48.5,100.0,4
-2.9,48.5,22.0,2
-2.9,48.6,22.0,2
-2.9,48.7,22.0,2
-2.8,47.5,18.0,2
-2.8,47.6,7.0,4
-2.8,47.6,18.0,2
-2.8,47.7,3.0,8
-2.8,47.7,18.0,2
-2.8,47.7,22.0,8
-2.8,47.7,22.08,10
-2.8,47.7,36.0,2
-2.8,47.7,50.0,10
-2.8,47.8,18.0,2
-2.8,47.9,18.0,2
-2.8,47.9,42.0,2
-2.8,47.9,44.0,2
-2.8,47.9,50.0,2
-2.8,48.1,18.0,2
-2.8,48.2,22.0,2
-2.8,48.2,22.0,2
-2.8,48.3,22.0,2
-2.8,48.4,22.0,2
-2.8,48.5,22.0,32
-2.8,48.5,22.08,11
-2.8,48.5,50.0,11
-2.8,48.5,60.0,4
-2.8,48.5,22.0,2
-2.8,48.6,7.0,6
-2.8,48.6,22.0,2
-2.8,48.6,22.0,2
-2.8,48.7,22.0,2
-2.7,47.5,42.0,2
-2.7,47.5,44.0,2
-2.7,47.5,50.0,2
-2.7,47.6,18.0,2
-2.7,47.6,22.08,2
-2.7,47.6,50.0,2
-2.7,47.7,3.4,2
-2.7,47.7,7.0,2
-2.7,47.7,18.0,2
-2.7,47.7,22.0,3
-2.7,47.7,36.0,2
-2.7,47.7,42.0,2
-2.7,47.7,44.0,2
-2.7,47.7,120.0,3
-2.7,47.8,18.0,2
-2.7,47.9,18.0,2
-2.7,48.0,18.0,2
-2.7,48.1,18.0,2
-2.7,48.2,22.0,2
-2.7,48.2,22.0,2
-2.7,48.2,50.0,1
-2.7,48.4,22.0,2
-2.7,48.5,22.0,4
-2.7,48.5,22.08,2
-2.7,48.5,24.0,1
-2.7,48.5,50.0,2
-2.7,48.5,60.0,3
-2.7,48.5,225.0,3
-2.7,48.5,22.0,2
-2.7,48.5,50.0,1
-2.6,47.5,18.0,2
-2.6,47.5,22.0,2
-2.6,47.6,18.0,2
-2.6,47.7,18.0,2
-2.6,47.7,22.0,3
-2.6,47.7,36.0,2
-2.6,47.7,60.0,3
-2.6,47.7,120.0,3
-2.6,47.8,18.0,2
-2.6,47.9,18.0,2
-2.6,48.1,22.0,2
-2.6,48.2,22.0,2
-2.6,48.3,22.0,2
-2.6,48.4,22.0,2
-2.6,48.5,22.0,2
-2.6,48.6,22.0,2
-2.5,47.3,22.0,2
-2.5,47.4,7.36,4
